CpG,Venn_category
cg16625770,Common
cg16632346,Common
cg16640008,EWAS-specific
cg16641055,Common
cg16643542,EWAS-specific
cg16651126,Common
cg16651877,EWAS-specific
cg16653138,Common
cg16656520,EWAS-specific
cg16662250,Common
cg16663891,Common
cg16664472,EWAS-specific
cg16672810,Common
cg16674433,haEWAS-specific
cg16675708,haEWAS-specific
cg16679650,EWAS-specific
cg16681421,Common
cg16705627,Common
cg16707506,Common
cg16708012,Common
cg16711522,Common
cg16713889,Common
cg16729850,Common
cg16733298,Common
cg16734549,EWAS-specific
cg16744314,Common
cg16748008,Common
cg16764848,Common
cg16773741,Common
cg16775752,Common
cg16781647,haEWAS-specific
cg16786178,Common
cg16793781,EWAS-specific
cg16814786,EWAS-specific
cg16830870,haEWAS-specific
cg16831889,Common
cg16837973,Common
cg16893574,EWAS-specific
cg16896911,Common
cg16898425,EWAS-specific
cg16899351,Common
cg16908123,Common
cg16908740,Common
cg16926213,Common
cg16927606,Common
cg16932560,EWAS-specific
cg16970323,Common
cg16974075,EWAS-specific
cg16977751,Common
cg16985952,haEWAS-specific
cg16988611,Common
cg16997642,Common
cg17006136,Common
cg17007896,Common
cg17018661,haEWAS-specific
cg17019969,Common
cg17025741,haEWAS-specific
cg17033287,Common
cg17036418,Common
cg17046776,Common
cg17072519,Common
cg17075865,Common
cg17084151,EWAS-specific
cg17086398,Common
cg17100943,Common
cg17101285,Common
cg17104258,Common
cg17111087,Common
cg17113856,EWAS-specific
cg17126555,Common
cg17136799,haEWAS-specific
cg17149019,haEWAS-specific
cg17150898,Common
cg17179862,Common
cg17213699,Common
cg17218204,EWAS-specific
cg17219660,Common
cg17220055,EWAS-specific
cg17222829,Common
cg17223809,Common
cg17227967,EWAS-specific
cg17233506,Common
cg17242362,Common
cg17258387,Common
cg17266581,Common
cg17284531,EWAS-specific
cg17285177,EWAS-specific
cg17288892,EWAS-specific
cg17291767,Common
cg17311587,haEWAS-specific
cg17316649,Common
cg17322044,Common
cg17330838,Common
cg17342132,Common
cg17342469,Common
cg17342588,Common
cg17344091,EWAS-specific
cg17344932,Common
cg17349352,Common
cg17353337,Common
cg17355809,haEWAS-specific
cg17411792,EWAS-specific
cg17416338,Common
cg17418085,Common
cg17446956,Common
cg17454234,Common
cg17457637,Common
cg17465569,Common
cg17469359,Common
cg17470251,haEWAS-specific
cg17474422,Common
cg17474524,haEWAS-specific
cg17474545,EWAS-specific
cg17477052,Common
cg17485838,Common
cg17493885,EWAS-specific
cg17497608,Common
cg17501823,Common
cg17518965,Common
cg17531288,Common
cg17535961,EWAS-specific
cg17541002,Common
cg17569124,haEWAS-specific
cg17571559,Common
cg17580616,Common
cg17581065,Common
cg17583957,haEWAS-specific
cg17588455,EWAS-specific
cg17590710,Common
cg17591595,Common
cg17606183,EWAS-specific
cg17607231,Common
cg17611046,Common
cg17614703,EWAS-specific
cg17616283,Common
cg17636309,EWAS-specific
cg17641649,EWAS-specific
cg17649671,Common
cg17665652,Common
cg17665699,Common
cg17679743,Common
cg17693222,Common
cg17696044,EWAS-specific
cg17701921,EWAS-specific
cg17706411,Common
cg17737835,EWAS-specific
cg17745234,Common
cg17771150,Common
cg17775899,Common
cg17779658,Common
cg17801546,Common
cg17804981,Common
cg17824906,Common
cg17825130,Common
cg17826530,Common
cg17826679,Common
cg17854066,Common
cg17856063,EWAS-specific
cg17864091,Common
cg17865955,Common
cg17873048,Common
cg17881200,Common
cg17884698,Common
cg17898925,EWAS-specific
cg17901584,haEWAS-specific
cg17907520,EWAS-specific
cg17913115,Common
cg17914485,Common
cg17922998,EWAS-specific
cg17928152,Common
cg17940464,Common
cg17952939,Common
cg17953300,Common
cg17956563,Common
cg17965690,Common
cg17967780,Common
cg17970299,EWAS-specific
cg17972058,Common
cg17973661,Common
cg17977470,Common
cg17982866,Common
cg18002862,Common
cg18013376,EWAS-specific
cg18021259,haEWAS-specific
cg18026235,Common
cg18037834,Common
cg18046677,Common
cg18053607,Common
cg18057109,Common
cg18087266,Common
cg18115757,haEWAS-specific
cg18126557,Common
cg18127922,Common
cg18137450,Common
cg18163342,Common
cg18168310,Common
cg18171392,Common
cg18181229,Common
cg18185116,Common
cg18187198,haEWAS-specific
cg18204684,Common
cg18205668,Common
cg18213495,Common
cg18217136,Common
cg18229196,Common
cg18245281,Common
cg18251191,Common
cg18252633,Common
cg18261909,EWAS-specific
cg18272461,haEWAS-specific
cg18274788,haEWAS-specific
cg18274791,haEWAS-specific
cg18278486,Common
cg18278899,EWAS-specific
cg18280057,Common
cg18281910,Common
cg18281939,haEWAS-specific
cg18303423,haEWAS-specific
cg18310895,EWAS-specific
cg18312989,EWAS-specific
cg18315676,Common
cg18316621,Common
cg18317135,Common
cg18320370,haEWAS-specific
cg18330082,Common
cg18346707,Common
cg18364707,Common
cg18383668,Common
cg18384097,Common
cg18384588,Common
cg18396317,EWAS-specific
cg18396811,Common
cg18400281,Common
cg18404811,Common
cg18405544,haEWAS-specific
cg18419175,Common
cg18430152,Common
cg18445108,Common
cg18449062,Common
cg18454133,Common
cg18455390,Common
cg18463686,Common
cg18477674,EWAS-specific
cg18486815,Common
cg18496212,Common
cg18518916,Common
cg18527651,Common
cg18535283,Common
cg18535415,Common
cg18540614,haEWAS-specific
cg18546419,haEWAS-specific
cg18546840,Common
cg18556455,haEWAS-specific
cg18563860,Common
cg18563886,EWAS-specific
cg18568930,Common
cg18581669,Common
cg18581929,haEWAS-specific
cg18587137,Common
cg18596043,Common
cg18607308,Common
cg18612040,Common
cg18620571,Common
cg18623216,Common
cg18628732,EWAS-specific
cg18630178,EWAS-specific
cg18638581,Common
cg18655369,EWAS-specific
cg18680977,Common
cg18684142,Common
cg18693412,haEWAS-specific
cg18702012,EWAS-specific
cg18719170,EWAS-specific
cg18720803,Common
cg18727936,Common
cg18739367,Common
cg18745317,Common
cg18748888,Common
cg18751141,Common
cg18757087,Common
cg18765439,haEWAS-specific
cg18770758,haEWAS-specific
cg18771300,Common
cg18774170,haEWAS-specific
cg18776287,Common
cg18787437,Common
cg18789887,EWAS-specific
cg18796287,EWAS-specific
cg18804667,Common
cg18808929,Common
cg18814344,Common
cg18856478,Common
cg18871253,Common
cg18875357,Common
cg18877361,EWAS-specific
cg18879160,EWAS-specific
cg18887230,Common
cg18900271,Common
cg18903093,Common
cg18935516,EWAS-specific
cg18946602,Common
cg18956547,Common
cg18963390,haEWAS-specific
cg18972765,Common
cg18975055,Common
cg18976571,EWAS-specific
cg19004565,EWAS-specific
cg19004771,haEWAS-specific
cg19007269,haEWAS-specific
cg19010566,Common
cg19011001,EWAS-specific
cg19015997,Common
cg19017293,Common
cg19025461,Common
cg19027507,haEWAS-specific
cg19044229,Common
cg19048532,Common
cg19051015,Common
cg19051802,EWAS-specific
cg19053046,EWAS-specific
cg19057830,Common
cg19059495,EWAS-specific
cg19065773,Common
cg19077161,haEWAS-specific
cg19090784,EWAS-specific
cg19113668,Common
cg19116959,Common
cg19118751,Common
cg19126910,Common
cg19141316,Common
cg19141913,haEWAS-specific
cg19143990,EWAS-specific
cg19153828,Common
cg19154600,Common
cg19168192,EWAS-specific
cg19203457,Common
cg19216624,Common
cg19217571,Common
cg19220272,Common
cg19220586,EWAS-specific
cg19229215,Common
cg19234983,EWAS-specific
cg19240213,Common
cg19241831,Common
cg19256813,Common
cg19259723,EWAS-specific
cg19264571,EWAS-specific
cg19268453,EWAS-specific
cg19268695,Common
cg19271190,EWAS-specific
cg19284751,Common
cg19296509,Common
cg19304093,haEWAS-specific
cg19321979,Common
cg19351604,EWAS-specific
cg19355069,EWAS-specific
cg19375530,Common
cg19380581,Common
cg19384379,Common
cg19391697,Common
cg19402991,Common
cg19406036,Common
cg19411952,Common
cg19430423,Common
cg19432993,Common
cg19434183,Common
cg19442201,Common
cg19443920,Common
cg19458020,Common
cg19463078,Common
cg19464524,Common
cg19506623,Common
cg19515108,EWAS-specific
cg19521279,EWAS-specific
cg19522050,Common
cg19523819,haEWAS-specific
cg19526353,Common
cg19531075,haEWAS-specific
cg19539004,EWAS-specific
cg19541247,EWAS-specific
cg19553910,Common
cg19589060,haEWAS-specific
cg19589494,Common
cg19590598,Common
cg19594666,Common
cg19617161,Common
cg19619003,Common
cg19622422,Common
cg19622662,Common
cg19628934,Common
cg19632953,EWAS-specific
cg19645616,Common
cg19647567,Common
cg19651003,EWAS-specific
cg19651578,EWAS-specific
cg19655952,Common
cg19658776,haEWAS-specific
cg19663795,Common
cg19673376,Common
cg19685205,Common
cg19690214,Common
cg19692314,Common
cg19692322,Common
cg19697042,Common
cg19703240,Common
cg19703826,haEWAS-specific
cg19707735,Common
cg19714489,Common
cg19714737,Common
cg19725903,haEWAS-specific
cg19730600,EWAS-specific
cg19733740,Common
cg19750657,Common
cg19751276,haEWAS-specific
cg19759064,haEWAS-specific
cg19771173,Common
cg19774973,EWAS-specific
cg19785773,EWAS-specific
cg19787125,Common
cg19803229,Common
cg19803550,Common
cg19805943,Common
cg19811337,Common
cg19819912,Common
cg19828220,Common
cg19850370,Common
cg19851563,haEWAS-specific
cg19863740,EWAS-specific
cg19866594,haEWAS-specific
cg19867579,Common
cg19869035,Common
cg19875532,Common
cg19887824,EWAS-specific
cg19900050,haEWAS-specific
cg19919590,Common
cg19923238,Common
cg19935671,haEWAS-specific
cg19939130,Common
cg19940077,EWAS-specific
cg19963522,Common
cg19977179,Common
cg19979738,Common
cg19983801,EWAS-specific
cg19986012,Common
cg19988367,Common
cg19988490,EWAS-specific
cg19990651,EWAS-specific
cg19999682,EWAS-specific
cg20009327,Common
cg20014988,Common
cg20026178,EWAS-specific
cg20035319,Common
cg20054248,Common
cg20075683,EWAS-specific
cg20078624,EWAS-specific
cg20079298,Common
cg20091384,Common
cg20091689,haEWAS-specific
cg20095587,Common
cg20095656,Common
cg20098854,EWAS-specific
cg20103701,haEWAS-specific
cg20116907,EWAS-specific
cg20124223,Common
cg20133901,EWAS-specific
cg20139336,Common
cg20141578,haEWAS-specific
cg20145009,Common
cg20148334,haEWAS-specific
cg20161965,Common
cg20165545,Common
cg20168514,Common
cg20184247,Common
cg20204986,Common
cg20218614,Common
cg20219891,Common
cg20225999,Common
cg20248204,Common
cg20255370,Common
cg20265748,Common
cg20273670,Common
cg20282550,EWAS-specific
cg20284999,Common
cg20285026,Common
cg20303028,Common
cg20328456,EWAS-specific
cg20333292,EWAS-specific
cg20342432,Common
cg20347666,Common
cg20359445,Common
cg20372886,Common
cg20373544,Common
cg20414935,Common
cg20425384,Common
cg20427144,Common
cg20427865,Common
cg20445774,EWAS-specific
cg20454518,Common
cg20457732,Common
cg20460366,Common
cg20465954,Common
cg20467658,Common
cg20471691,Common
cg20482521,Common
cg20487932,Common
cg20504007,EWAS-specific
cg20505457,Common
cg20542190,EWAS-specific
cg20551922,Common
cg20554761,EWAS-specific
cg20558230,Common
cg20576322,EWAS-specific
cg20591728,Common
cg20593826,Common
cg20595457,Common
cg20614671,Common
cg20617583,Common
cg20618448,Common
cg20629183,haEWAS-specific
cg20636352,Common
cg20637915,Common
cg20638675,haEWAS-specific
cg20670361,Common
cg20687616,Common
cg20701531,Common
cg20702205,Common
cg20702879,Common
cg20704654,Common
cg20708305,haEWAS-specific
cg20733077,Common
cg20739510,haEWAS-specific
cg20748065,EWAS-specific
cg20754844,Common
cg20765522,EWAS-specific
cg20770516,Common
cg20781880,haEWAS-specific
cg20784098,haEWAS-specific
cg20788482,Common
cg20793071,EWAS-specific
cg20798249,Common
cg20806180,haEWAS-specific
cg20816361,EWAS-specific
cg20817131,Common
cg20846508,EWAS-specific
cg20860806,Common
cg20864214,Common
cg20901959,EWAS-specific
cg20909017,Common
cg20911180,Common
cg20918682,Common
cg20923885,haEWAS-specific
cg20927952,haEWAS-specific
cg20934105,Common
cg20935165,EWAS-specific
cg20954219,Common
cg20975835,Common
cg20979153,Common
cg20991420,Common
cg21011139,Common
cg21042919,EWAS-specific
cg21048168,Common
cg21073930,Common
cg21076424,EWAS-specific
cg21078963,Common
cg21097354,Common
cg21109038,Common
cg21112099,Common
cg21117965,Common
cg21122199,EWAS-specific
cg21122693,Common
cg21132420,Common
cg21134232,Common
cg21141143,Common
cg21144928,EWAS-specific
cg21147708,EWAS-specific
cg21155834,Common
cg21159940,EWAS-specific
cg21171625,Common
cg21177463,Common
cg21190644,Common
cg21207436,Common
cg21210531,Common
cg21210789,EWAS-specific
cg21211608,EWAS-specific
cg21211882,Common
cg21232937,EWAS-specific
cg21236153,Common
cg21245372,Common
cg21245816,Common
cg21279874,Common
cg21308575,EWAS-specific
cg21317428,EWAS-specific
cg21334513,EWAS-specific
cg21367811,Common
cg21369801,Common
cg21371809,Common
cg21376799,EWAS-specific
cg21385052,Common
cg21385909,EWAS-specific
cg21386414,Common
cg21413173,Common
cg21419003,Common
cg21421172,haEWAS-specific
cg21435473,Common
cg21435568,haEWAS-specific
cg21440776,Common
cg21445230,Common
cg21454600,Common
cg21456212,Common
cg21464565,EWAS-specific
cg21465176,Common
cg21469772,Common
cg21470947,EWAS-specific
cg21474786,EWAS-specific
cg21475076,haEWAS-specific
cg21475402,Common
cg21486834,Common
cg21488617,Common
cg21490444,EWAS-specific
cg21500909,Common
cg21513088,Common
cg21524899,Common
cg21531389,haEWAS-specific
cg21535772,Common
cg21539594,haEWAS-specific
cg21540984,Common
cg21543918,Common
cg21552029,EWAS-specific
cg21556281,Common
cg21578596,EWAS-specific
cg21581504,Common
cg21584234,Common
cg21589273,haEWAS-specific
cg21597025,EWAS-specific
cg21599336,EWAS-specific
cg21604042,Common
cg21605283,EWAS-specific
cg21606036,Common
cg21617353,EWAS-specific
cg21629821,Common
cg21641458,Common
cg21647532,Common
cg21660452,EWAS-specific
cg21663431,Common
cg21691116,Common
cg21696012,Common
cg21697794,EWAS-specific
cg21709322,Common
cg21715751,Common
cg21718735,Common
cg21746120,Common
cg21747160,Common
cg21755257,haEWAS-specific
cg21757281,haEWAS-specific
cg21757872,EWAS-specific
cg21761853,EWAS-specific
cg21769114,EWAS-specific
cg21773322,Common
cg21800400,Common
cg21800989,Common
cg21806242,Common
cg21822187,Common
cg21827634,EWAS-specific
cg21829239,haEWAS-specific
cg21844893,EWAS-specific
cg21853871,Common
cg21854332,EWAS-specific
cg21864868,Common
cg21876001,Common
cg21899500,Common
cg21903221,Common
cg21906976,Common
cg21918313,Common
cg21923525,Common
cg21932814,haEWAS-specific
cg21934237,haEWAS-specific
cg21946374,EWAS-specific
cg21987515,Common
cg22008490,Common
cg22013370,Common
cg22016779,Common
cg22022821,Common
cg22044342,EWAS-specific
cg22052056,Common
cg22058990,EWAS-specific
cg22059073,haEWAS-specific
cg22065124,haEWAS-specific
cg22068629,Common
cg22088368,Common
cg22090150,Common
cg22100563,Common
cg22111527,Common
cg22122808,Common
cg22129180,Common
cg22137236,Common
cg22138393,Common
cg22138735,Common
cg22141459,Common
cg22143698,Common
cg22144225,Common
cg22145559,Common
cg22155724,Common
cg22157099,EWAS-specific
cg22159528,Common
cg22159815,Common
cg22165685,Common
cg22166169,haEWAS-specific
cg22180580,Common
cg22193385,haEWAS-specific
cg22197936,haEWAS-specific
cg22210337,Common
cg22216196,Common
cg22229039,Common
cg22251148,Common
cg22258713,Common
cg22259797,Common
cg22272803,haEWAS-specific
cg22294740,Common
cg22321036,Common
cg22331200,Common
cg22337438,Common
cg22344830,Common
cg22360649,Common
cg22368507,Common
cg22373622,Common
cg22378095,haEWAS-specific
cg22384356,EWAS-specific
cg22385702,Common
cg22400703,Common
cg22404290,Common
cg22420044,haEWAS-specific
cg22424903,Common
cg22429121,Common
cg22445742,EWAS-specific
cg22462726,EWAS-specific
cg22471075,Common
cg22479226,Common
cg22483449,Common
cg22486630,Common
cg22486834,Common
cg22488367,EWAS-specific
cg22494725,Common
cg22495058,Common
cg22497856,Common
cg22505898,EWAS-specific
cg22507723,Common
cg22512208,EWAS-specific
cg22514173,Common
cg22523679,Common
cg22540135,EWAS-specific
cg22552736,Common
cg22568423,Common
cg22586996,EWAS-specific
cg22595230,Common
cg22622477,Common
cg22639325,EWAS-specific
cg22655767,Common
cg22659049,Common
cg22660933,Common
cg22668421,haEWAS-specific
cg22670759,Common
cg22676000,Common
cg22681074,EWAS-specific
cg22682161,EWAS-specific
cg22697108,Common
cg22732770,Common
cg22746789,haEWAS-specific
cg22755142,EWAS-specific
cg22758104,EWAS-specific
cg22772747,Common
cg22777249,Common
cg22787468,Common
cg22789318,EWAS-specific
cg22796958,EWAS-specific
cg22797297,Common
cg22798849,Common
cg22800743,haEWAS-specific
cg22801913,haEWAS-specific
cg22807732,Common
cg22810423,Common
cg22838685,Common
cg22842143,Common
cg22850925,Common
cg22858630,Common
cg22883290,Common
cg22906113,haEWAS-specific
cg22908922,Common
cg22914338,Common
cg22917487,Common
cg22921027,EWAS-specific
cg22932677,Common
cg22952459,Common
cg22956254,Common
cg22958403,Common
cg22962123,Common
cg22987448,Common
cg22997113,Common
cg23001370,EWAS-specific
cg23005885,Common
cg23006204,Common
cg23013473,haEWAS-specific
cg23013850,Common
cg23014425,Common
cg23026930,EWAS-specific
cg23027425,Common
cg23035449,Common
cg23036852,EWAS-specific
cg23052776,Common
cg23079252,EWAS-specific
cg23083936,Common
cg23095988,Common
cg23097296,Common
cg23101632,haEWAS-specific
cg23102483,Common
cg23105130,EWAS-specific
cg23120601,Common
cg23124451,Common
cg23153227,haEWAS-specific
cg23155395,haEWAS-specific
cg23177095,Common
cg23184070,Common
cg23184252,Common
cg23193613,Common
cg23198262,haEWAS-specific
cg23201812,Common
cg23206851,Common
cg23229016,EWAS-specific
cg23238119,Common
cg23243608,Common
cg23245942,Common
cg23250085,Common
cg23251200,Common
cg23261443,Common
cg23270714,Common
cg23272978,Common
cg23274951,haEWAS-specific
cg23279355,Common
cg23300529,haEWAS-specific
cg23304605,Common
cg23325335,EWAS-specific
cg23330006,Common
cg23348081,Common
cg23349301,Common
cg23350904,Common
cg23354510,Common
cg23356017,haEWAS-specific
cg23357708,Common
cg23359665,EWAS-specific
cg23361275,EWAS-specific
cg23363263,Common
cg23365801,Common
cg23366972,EWAS-specific
cg23374992,EWAS-specific
cg23377551,Common
cg23379806,Common
cg23387569,Common
cg23392845,Common
cg23404330,Common
cg23411065,haEWAS-specific
cg23417875,Common
cg23418219,Common
cg23418968,Common
cg23427653,EWAS-specific
cg23429698,Common
cg23450038,Common
cg23460145,Common
cg23471067,Common
cg23479730,Common
cg23489038,Common
cg23497683,Common
cg23498925,EWAS-specific
cg23501964,Common
cg23502883,Common
cg23504211,Common
cg23505644,EWAS-specific
cg23506842,EWAS-specific
cg23513600,EWAS-specific
cg23514375,Common
cg23525596,EWAS-specific
cg23529249,Common
cg23531488,Common
cg23534345,Common
cg23547892,EWAS-specific
cg23548163,EWAS-specific
cg23551720,haEWAS-specific
cg23574802,EWAS-specific
cg23579062,Common
cg23582982,Common
cg23587176,haEWAS-specific
cg23595055,haEWAS-specific
cg23597650,Common
cg23618477,EWAS-specific
cg23627134,Common
cg23629722,EWAS-specific
cg23632393,EWAS-specific
cg23635728,Common
cg23639308,Common
cg23641707,Common
cg23642130,haEWAS-specific
cg23646614,Common
cg23652026,EWAS-specific
cg23656161,Common
cg23656224,Common
cg23657099,haEWAS-specific
cg23666117,EWAS-specific
cg23669081,Common
cg23671196,Common
cg23678254,Common
cg23683800,Common
cg23694533,EWAS-specific
cg23697410,Common
cg23698287,Common
cg23709430,haEWAS-specific
cg23713900,Common
cg23721345,Common
cg23723486,Common
cg23726831,Common
cg23732483,Common
cg23736024,Common
cg23756173,Common
cg23808213,Common
cg23813732,Common
cg23819092,Common
cg23820816,haEWAS-specific
cg23824183,Common
cg23824666,EWAS-specific
cg23829380,Common
cg23829949,Common
cg23843705,Common
cg23845574,Common
cg23849826,Common
cg23851026,haEWAS-specific
cg23859635,Common
cg23865240,Common
cg23866403,EWAS-specific
cg23871276,Common
cg23884076,Common
cg23895558,Common
cg23901918,haEWAS-specific
cg23904955,Common
cg23907053,Common
cg23907108,Common
cg23925513,Common
cg23929682,Common
cg23934295,Common
cg23936031,Common
cg23939096,EWAS-specific
cg23939875,Common
cg23948843,Common
cg23950714,EWAS-specific
cg23953831,Common
cg23968456,Common
cg23979954,Common
cg23987789,Common
cg24002183,Common
cg24007388,Common
cg24020157,EWAS-specific
cg24026212,Common
cg24033859,Common
cg24035107,Common
cg24038105,EWAS-specific
cg24040595,Common
cg24041556,Common
cg24068229,Common
cg24075175,Common
cg24119869,EWAS-specific
cg24126180,Common
cg24129356,EWAS-specific
cg24130739,haEWAS-specific
cg24134767,EWAS-specific
cg24140775,EWAS-specific
cg24143701,haEWAS-specific
cg24163658,Common
cg24169822,Common
cg24178676,Common
cg24203758,EWAS-specific
cg24211976,Common
cg24217894,Common
cg24226238,Common
cg24243629,Common
cg24246360,Common
cg24247667,Common
cg24262325,EWAS-specific
cg24281891,Common
cg24290574,Common
cg24302412,EWAS-specific
cg24304425,EWAS-specific
cg24312985,Common
cg24316949,haEWAS-specific
cg24320673,Common
cg24324441,Common
cg24324628,Common
cg24327836,EWAS-specific
cg24328125,EWAS-specific
cg24338091,Common
cg24342013,EWAS-specific
cg24345902,haEWAS-specific
cg24360871,Common
cg24360909,EWAS-specific
cg24361808,Common
cg24362661,haEWAS-specific
cg24387542,Common
cg24391854,Common
cg24401487,EWAS-specific
cg24402667,EWAS-specific
cg24408313,Common
cg24411075,EWAS-specific
cg24411913,EWAS-specific
cg24414363,Common
cg24429310,EWAS-specific
cg24433287,Common
cg24448340,Common
cg24448870,Common
cg24457026,Common
cg24460126,Common
cg24468934,Common
cg24484352,Common
cg24488739,EWAS-specific
cg24499605,Common
cg24509331,haEWAS-specific
cg24513571,EWAS-specific
cg24523322,EWAS-specific
cg24524285,haEWAS-specific
cg24526669,EWAS-specific
cg24531401,EWAS-specific
cg24546426,haEWAS-specific
cg24546683,Common
cg24550149,Common
cg24593363,EWAS-specific
cg24607755,Common
cg24618369,Common
cg24620905,Common
cg24623422,haEWAS-specific
cg24636368,Common
cg24668061,Common
cg24670552,Common
cg24670715,Common
cg24676346,Common
cg24678732,haEWAS-specific
cg24678869,EWAS-specific
cg24686551,Common
cg24687102,EWAS-specific
cg24687764,EWAS-specific
cg24691453,Common
cg24691891,Common
cg24704077,Common
cg24710655,Common
cg24724506,Common
cg24731441,Common
cg24735489,Common
cg24737639,EWAS-specific
cg24756378,Common
cg24761525,Common
cg24761567,Common
cg24771877,Common
cg24782486,EWAS-specific
cg24786986,Common
cg24788483,Common
cg24815934,Common
cg24833674,Common
cg24834889,EWAS-specific
cg24842334,Common
cg24842815,Common
cg24842859,Common
cg24850296,EWAS-specific
cg24851490,EWAS-specific
cg24856064,Common
cg24859236,Common
cg24861866,Common
cg24867468,Common
cg24869272,EWAS-specific
cg24874003,Common
cg24874557,Common
cg24875029,Common
cg24889694,Common
cg24889708,Common
cg24890964,Common
cg24919768,Common
cg24921210,haEWAS-specific
cg24925163,Common
cg24931346,Common
cg24947456,Common
cg24948406,Common
cg24954967,Common
cg24956391,Common
cg24956866,Common
cg24964103,Common
cg24965617,haEWAS-specific
cg24999973,Common
cg25001691,haEWAS-specific
cg25004071,Common
cg25006194,Common
cg25008444,Common
cg25010124,Common
cg25013303,Common
cg25015038,Common
cg25015371,EWAS-specific
cg25018458,EWAS-specific
cg25023165,Common
cg25028855,Common
cg25031824,EWAS-specific
cg25036483,haEWAS-specific
cg25045942,EWAS-specific
cg25050332,Common
cg25059899,Common
cg25070442,EWAS-specific
cg25072336,EWAS-specific
cg25078137,EWAS-specific
cg25103895,Common
cg25104637,Common
cg25112611,haEWAS-specific
cg25116200,EWAS-specific
cg25117523,Common
cg25123566,EWAS-specific
cg25132276,Common
cg25134859,EWAS-specific
cg25137787,Common
cg25139229,Common
cg25141943,haEWAS-specific
cg25143652,Common
cg25153759,Common
cg25156118,Common
cg25202280,EWAS-specific
cg25204742,Common
cg25207828,Common
cg25220769,Common
cg25228737,Common
cg25247177,Common
cg25247859,EWAS-specific
cg25251459,EWAS-specific
cg25251478,EWAS-specific
cg25272069,EWAS-specific
cg25279553,Common
cg25282715,Common
cg25285237,Common
cg25288155,Common
cg25302087,Common
cg25307665,haEWAS-specific
cg25309292,haEWAS-specific
cg25310700,haEWAS-specific
cg25312229,Common
cg25314315,Common
cg25341032,Common
cg25341313,Common
cg25342568,EWAS-specific
cg25348105,Common
cg25360761,Common
cg25367084,EWAS-specific
cg25375029,EWAS-specific
cg25379762,Common
cg25382900,Common
cg25386676,Common
cg25387487,Common
cg25389328,Common
cg25390165,Common
cg25391820,Common
cg25414370,EWAS-specific
cg25414746,Common
cg25415932,Common
cg25417042,EWAS-specific
cg25426302,EWAS-specific
cg25432336,Common
cg25444339,Common
cg25449950,EWAS-specific
cg25451893,Common
cg25452067,Common
cg25453677,Common
cg25482755,EWAS-specific
cg25485055,Common
cg25487405,Common
cg25488284,Common
cg25490145,Common
cg25503381,Common
cg25513853,Common
cg25526061,Common
cg25534601,Common
cg25541528,Common
cg25550753,Common
cg25551168,EWAS-specific
cg25571880,Common
cg25582401,Common
cg25583651,EWAS-specific
cg25594100,Common
cg25595793,Common
cg25599198,Common
cg25608041,Common
cg25616055,haEWAS-specific
cg25623459,Common
cg25627098,EWAS-specific
cg25629768,Common
cg25642069,EWAS-specific
cg25652742,EWAS-specific
cg25666403,Common
cg25684151,Common
cg25685359,Common
cg25686087,Common
cg25693132,haEWAS-specific
cg25698205,Common
cg25702652,Common
cg25705486,haEWAS-specific
cg25707994,EWAS-specific
cg25708790,Common
cg25724895,Common
cg25727093,Common
cg25738176,Common
cg25738326,Common
cg25741368,Common
cg25754958,Common
cg25762068,haEWAS-specific
cg25769417,haEWAS-specific
cg25813942,Common
cg25817430,Common
cg25818214,Common
cg25818991,EWAS-specific
cg25840824,haEWAS-specific
cg25840926,Common
cg25856090,EWAS-specific
cg25866143,Common
cg25876840,EWAS-specific
cg25882256,Common
cg25891647,Common
cg25897519,Common
cg25900902,Common
cg25907743,Common
cg25915539,Common
cg25917732,Common
cg25921813,Common
cg25930146,Common
cg25952581,Common
cg25967031,Common
cg25968569,Common
cg25969878,Common
cg25982880,Common
cg25985778,haEWAS-specific
cg25992382,EWAS-specific
cg25992874,EWAS-specific
cg26002008,EWAS-specific
cg26002218,Common
cg26022064,Common
cg26023748,Common
cg26023912,Common
cg26026748,Common
cg26033526,EWAS-specific
cg26038465,Common
cg26047334,Common
cg26053066,Common
cg26060535,EWAS-specific
cg26065247,Common
cg26069068,Common
cg26070099,Common
cg26074430,EWAS-specific
cg26075184,haEWAS-specific
cg26076724,Common
cg26078407,Common
cg26085987,haEWAS-specific
cg26088629,Common
cg26102082,haEWAS-specific
cg26112639,Common
cg26118759,Common
cg26125503,EWAS-specific
cg26140007,EWAS-specific
cg26149485,Common
cg26153054,Common
cg26154534,Common
cg26154937,EWAS-specific
cg26154999,Common
cg26158194,EWAS-specific
cg26175343,Common
cg26180383,Common
cg26185836,Common
cg26192612,Common
cg26194251,Common
cg26195652,Common
cg26199857,Common
cg26200585,Common
cg26246740,Common
cg26247093,EWAS-specific
cg26247646,EWAS-specific
cg26264232,Common
cg26273417,Common
cg26283274,Common
cg26288892,Common
cg26295435,Common
cg26297005,Common
cg26306437,EWAS-specific
cg26321999,EWAS-specific
cg26333751,Common
cg26334209,Common
cg26337624,EWAS-specific
cg26338757,haEWAS-specific
cg26340740,Common
cg26349474,Common
cg26357596,Common
cg26360402,Common
cg26362453,EWAS-specific
cg26367031,Common
cg26380291,EWAS-specific
cg26402660,Common
cg26407544,Common
cg26416887,Common
cg26418434,Common
cg26422762,Common
cg26433975,Common
cg26437522,Common
cg26437842,EWAS-specific
cg26470479,Common
cg26476820,Common
